name,restaurant_type,rate,votes,avg_receipt,online_order,table_booking,cuisines_type,area
Cakewala,Bakery,4.1,230.0,500.0,1,0,"Bakery, Desserts","Byresandra,Tavarekere,Madiwala"
CakeWalk,Dessert Parlor,4.1,540.0,500.0,0,0,"Desserts, Bakery",Indiranagar
CakeZone,Bakery,3.2,9.0,500.0,1,0,"Bakery, Desserts",Electronic City
Calcutta Cafe,Quick Bites,3.5,45.0,350.0,1,0,"Bengali, Chinese, Sandwich",Banashankari
Calcutta Chats,Quick Bites,3.5,17.0,200.0,0,0,"Street Food, North Indian",Church Street
Calcutta North Indian Meals,Quick Bites,3.2,5.0,200.0,0,0,North Indian,Whitefield
Calcutta Victoria Chat House,Quick Bites,2.8,132.0,200.0,1,0,"Fast Food, Street Food",Kammanahalli
Calicut Durbar,Quick Bites,3.8,57.0,500.0,1,0,"Arabian, North Indian",Koramangala 5th Block
Calicut Mess House,Mess,3.2,5.0,250.0,0,0,Kerala,Whitefield
Calicut Restaurant,Casual Dining,3.9,171.0,450.0,1,0,"Kerala, South Indian, North Indian, Chinese",Malleshwaram
California Burrito,Food Court,3.3,9.0,400.0,0,0,"Mexican, Fast Food",Jayanagar
Call A Cake,Delivery,3.6,41.0,500.0,1,0,Bakery,"Byresandra,Tavarekere,Madiwala"
Calorie Express,Delivery,3.6,192.0,450.0,1,0,Healthy Food,Bannerghatta Road
Calvin's,Dessert Parlor,2.9,231.0,800.0,0,0,"Desserts, Italian, Pizza",Bannerghatta Road
CAMP TANDOOR,Quick Bites,3.7,15.0,300.0,1,0,North Indian,Church Street
Campus Juice Corner,Quick Bites,3.3,6.0,100.0,0,0,"Fast Food, Juices",JP Nagar
Candy Cake,Bakery,3.4,6.0,500.0,0,0,Bakery,"Byresandra,Tavarekere,Madiwala"
Cane Recipes,Quick Bites,3.5,14.0,100.0,0,0,Juices,Bannerghatta Road
Cane-O-La,Quick Bites,3.8,61.0,100.0,1,0,Juices,Banashankari
Canopus Multicuisine Restaurant,Casual Dining,2.8,40.0,800.0,1,0,"North Indian, Seafood, Biryani, Chinese",Bellandur
Canopy,Casual Dining,3.0,107.0,800.0,0,0,"North Indian, Continental, Chinese",Brigade Road
Canopy Flavours,Cafe,2.6,49.0,450.0,0,0,"Cafe, Fast Food",HSR
Canton,Casual Dining,3.4,197.0,800.0,1,0,"Chinese, Seafood, Biryani",Jayanagar
Caperberry,Fine Dining,4.6,1423.0,2200.0,0,1,"Spanish, Italian, Mediterranean, European, Salad",Brigade Road
Caprese - Shangri-La Hotel,Fine Dining,4.2,233.0,3000.0,0,1,Italian,Lavelle Road
Capri Gastrobar,"Bar, Casual Dining",4.3,284.0,1200.0,0,1,"Mediterranean, Italian, Asian",Brigade Road
Capsicum Family Restaurant,Casual Dining,3.8,254.0,800.0,1,0,"Biryani, North Indian",Bannerghatta Road
Captain Egg,Food Court,4.1,18.0,400.0,0,0,Fast Food,Whitefield
Caramel Whitefield,"Dessert Parlor, Quick Bites",3.7,56.0,1000.0,0,0,"Desserts, Bakery",Whitefield
Caraway Kitchen - Conrad Bengaluru,Fine Dining,4.3,145.0,2800.0,0,1,"American, Continental, North Indian, South Indian",Indiranagar
Carbon Cup,Quick Bites,3.5,12.0,400.0,1,0,"North Indian, Arabian, Fast Food, Chinese",Malleshwaram
Cardamom Pods,Quick Bites,2.8,40.0,450.0,1,0,"North Indian, Chinese",Marathahalli
Cariocake,Bakery,3.9,56.0,350.0,0,0,"Bakery, Desserts",Jayanagar
Carlos Cake Cafe,Bakery,3.3,7.0,300.0,1,0,"Bakery, Desserts",Brookefield
Carnatic,Casual Dining,4.1,193.0,1000.0,0,1,"South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean",Residency Road
Carnival Cakes & Breads,"Bakery, Quick Bites",3.5,49.0,200.0,0,0,"Bakery, Fast Food",HSR
Carnival de Goa,"Casual Dining, Bar",4.2,980.0,1000.0,1,1,"Goan, Mangalorean, Pizza",Brigade Road
Carrots,Casual Dining,4.1,600.0,1100.0,1,1,"Italian, North Indian, Healthy Food, Desserts","Byresandra,Tavarekere,Madiwala"
Casa De Goa,"Casual Dining, Pub",4.2,341.0,1400.0,1,1,"Goan, Mangalorean",Kalyan Nagar
Casa Express,Quick Bites,2.6,26.0,400.0,0,0,"Chinese, Italian",Brigade Road
Casa Piccosa,"Casual Dining, Bar",4.1,842.0,1100.0,1,1,"South American, Continental, Italian",Bannerghatta Road
Casamia,Quick Bites,3.6,23.0,400.0,1,0,"Andhra, Kerala, South Indian",Malleshwaram
Cashmere Nites,Casual Dining,3.5,74.0,600.0,1,0,Kashmiri,"Byresandra,Tavarekere,Madiwala"
Casino Hotel,Casual Dining,3.9,343.0,500.0,1,0,"North Indian, Chinese",Malleshwaram
Castle Rock,Casual Dining,3.6,172.0,700.0,1,0,"North Indian, Chinese",Banashankari
Catch-up-ino,Cafe,3.9,133.0,800.0,1,0,"Cafe, Fast Food, Continental, Chinese, Momos",Banashankari
Cauvery Fast Food,Quick Bites,3.2,4.0,150.0,0,0,Chinese,Koramangala 4th Block
Cauvery Hyderabadi Biriyani,Casual Dining,3.8,111.0,600.0,0,0,"North Indian, Chinese",Bellandur
Cauvery Punjabi Khana,,3.4,11.0,300.0,0,0,"North Indian, South Indian",Rajajinagar
Cave N Dine,"Casual Dining, Bar",3.1,405.0,800.0,1,1,"North Indian, Chinese, Seafood",Rajajinagar
Cedar Bar & Dive - Hotel Presidency,Bar,3.8,49.0,1200.0,1,0,"North Indian, Thai, Chinese, Continental",Electronic City
Celebrations 365,Dessert Parlor,3.3,4.0,350.0,1,0,"Desserts, Ice Cream",Brookefield
Celeste's Kitchen,Delivery,3.3,5.0,400.0,0,0,"Chinese, Fast Food, North Indian",Indiranagar
Central Cafe,"Beverage Shop, Quick Bites",3.2,4.0,300.0,1,0,"Beverages, Fast Food",Marathahalli
Central Jail Restaurant,Casual Dining,3.7,420.0,700.0,1,0,"Andhra, Seafood, North Indian, Chinese",Jayanagar
CHAAI BEE,"Beverage Shop, Quick Bites",3.5,8.0,250.0,0,0,"Beverages, Fast Food, Street Food","Byresandra,Tavarekere,Madiwala"
Chaai Resto,Beverage Shop,2.7,16.0,300.0,0,0,Beverages,"Byresandra,Tavarekere,Madiwala"
Chaarcoal,Casual Dining,4.0,444.0,1200.0,1,0,North Indian,Bellandur
Chaat Bazaar,Quick Bites,3.7,34.0,300.0,1,0,Street Food,Brookefield
Chaat Central,Food Court,3.3,4.0,300.0,1,0,"Street Food, North Indian",Bannerghatta Road
Chaat Chatore,Quick Bites,3.1,5.0,300.0,0,0,Fast Food,Bannerghatta Road
Chaat Express,Quick Bites,3.4,15.0,200.0,1,0,"Fast Food, North Indian",Sarjapur Road
Chaat Junction,Quick Bites,3.6,12.0,200.0,0,0,"Street Food, North Indian, Fast Food",Brookefield
Chaat Lounge,"Food Court, Quick Bites",3.0,16.0,300.0,1,0,"North Indian, Street Food",Malleshwaram
Chaat Street,Kiosk,3.9,293.0,250.0,1,0,"Street Food, North Indian",Koramangala 5th Block
Chaat Trail By Moti Mahal,Quick Bites,3.9,46.0,300.0,1,1,"Street Food, Beverages, South Indian, North Indian, Ice Cream, Mithai, Rajasthani",HSR
Chaatimes,Quick Bites,3.4,8.0,200.0,1,0,"Street Food, Fast Food",Bannerghatta Road
CHAATter Box,Quick Bites,3.4,9.0,250.0,1,0,"South Indian, Chinese, North Indian",JP Nagar
Chaavadi,Casual Dining,3.7,38.0,750.0,0,0,"North Indian, Biryani, Seafood, Chinese, Mangalorean",Indiranagar
Cha-Cha Cha-Chi,Quick Bites,3.3,4.0,100.0,0,0,"Fast Food, Beverages",HSR
Chackochi Mess,Mess,3.3,6.0,250.0,0,0,"Kerala, South Indian",HSR
Chai & Kadi,Quick Bites,3.8,30.0,200.0,0,0,South Indian,Indiranagar
Chai Cafe,Cafe,3.9,49.0,200.0,0,0,Cafe,Indiranagar
Chai Central,"Quick Bites, Beverage Shop",3.2,10.0,200.0,1,0,"Tea, Fast Food",Frazer Town
Chai Chowk,Quick Bites,3.8,81.0,200.0,0,0,"Chinese, Fast Food",Koramangala 6th Block
Chai Culture,Beverage Shop,3.6,8.0,200.0,1,0,Beverages,Basavanagudi
Chai Darbaar,Quick Bites,3.1,7.0,300.0,1,0,"North Indian, Chinese, Fast Food",Marathahalli
Chai Days,Cafe,4.4,105.0,200.0,1,0,"Cafe, Tea, Beverages, Fast Food",Indiranagar
Chai Galli,,4.1,825.0,300.0,1,0,"Cafe, Street Food",Marathahalli
Chai Kada,"Beverage Shop, Quick Bites",3.6,10.0,400.0,0,0,"Beverages, Fast Food",Kammanahalli
Chai Ki Tapri,Cafe,3.7,16.0,250.0,0,0,Cafe,Brigade Road
Chai Kraft,Beverage Shop,4.1,30.0,100.0,1,0,"Beverages, Tea",Banashankari
Chai Makhani,Beverage Shop,3.5,11.0,100.0,1,0,"Beverages, Tea","Byresandra,Tavarekere,Madiwala"
Chai Mane,"Beverage Shop, Quick Bites",3.2,6.0,100.0,0,0,"Beverages, Sandwich",Basavanagudi
Chai Masthi,Quick Bites,3.4,9.0,200.0,1,0,"Fast Food, Lebanese",Indiranagar
Chai Point,Beverage Shop,3.8,94.0,250.0,1,0,"Fast Food, Beverages",Marathahalli
Chai Resto,Quick Bites,3.3,5.0,200.0,0,0,"Fast Food, Tea",Indiranagar
Chai Street,Beverage Shop,3.2,5.0,150.0,1,0,Beverages,"Byresandra,Tavarekere,Madiwala"
Chai World,Quick Bites,3.5,18.0,300.0,1,0,"Tea, Beverages, Sandwich, Fast Food",Bellandur
Chaipatty,Cafe,3.0,1275.0,400.0,0,0,Cafe,Old Airport Road
Chaitanya Cafe,Quick Bites,3.9,92.0,300.0,1,0,"South Indian, North Indian, Fast Food",Bannerghatta Road
Chaitanya Grand,Quick Bites,3.6,11.0,300.0,0,0,"South Indian, North Indian, Chinese",Bannerghatta Road
Chaitanya Veg,Quick Bites,3.2,5.0,300.0,1,0,South Indian,Brigade Road
Chaithanya Andhra Style Family Restaurant,Casual Dining,3.2,4.0,600.0,0,0,"Andhra, North Indian, Chinese",Brigade Road
Chaithanya Delicacy,Casual Dining,3.7,52.0,550.0,0,0,"North Indian, South Indian, Chinese",Brigade Road
Chaithanya Veg,Quick Bites,3.7,38.0,200.0,0,0,"South Indian, North Indian, Chinese",Indiranagar
Chaithanya Xpress,Quick Bites,3.6,12.0,300.0,0,0,"South Indian, North Indian",Indiranagar
Chaitra Restaurant,Quick Bites,3.7,35.0,700.0,1,0,"North Indian, Chinese",Kalyan Nagar
Chaiwala,Quick Bites,3.1,53.0,100.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala"
Chaiywaala Da Dhaba,Cafe,3.7,67.0,250.0,1,0,"Cafe, Tea",New BEL Road
Chakh Le Foods,Casual Dining,3.4,257.0,500.0,1,1,"North Indian, Mughlai, Bengali, Chinese",Indiranagar
Chakh Le India,Quick Bites,3.1,92.0,300.0,1,0,"North Indian, Chinese, Rolls",Brookefield
Chakum Chukum Calcutta On A Roll,Quick Bites,2.8,94.0,400.0,1,0,"Fast Food, Rolls",Old Airport Road
Chamarajpet Non Veg Restaurant,Quick Bites,3.6,13.0,200.0,0,0,"South Indian, Biryani",Basavanagudi
Champaran Spice,Quick Bites,3.4,5.0,400.0,0,0,North Indian,"Byresandra,Tavarekere,Madiwala"
Chamrajpet Kabab Junction,Quick Bites,3.2,4.0,250.0,0,0,"North Indian, Mughlai",Basavanagudi
Chandni Chowk 2 Bangalore,Quick Bites,4.2,241.0,400.0,1,0,"North Indian, Rolls",Indiranagar
Chandrappa Hotel,Quick Bites,4.2,253.0,450.0,1,0,"South Indian, North Indian, Chinese",Malleshwaram
Chandrika Tiffins,"Takeaway, Delivery",4.0,87.0,300.0,1,0,"North Indian, Street Food",Whitefield
Chandrima's Kitchen,"Takeaway, Delivery",3.7,38.0,400.0,1,0,"Bengali, North Indian",Bannerghatta Road
Chandu Dhaba,Quick Bites,3.8,40.0,250.0,0,0,"Street Food, Chinese, Fast Food",HSR
Chandus Delux,Casual Dining,3.9,81.0,600.0,1,0,"South Indian, North Indian, Seafood, Chinese",Malleshwaram
Chandus Hotel,Quick Bites,3.0,12.0,200.0,0,0,South Indian,Rajajinagar
Chantilly,"Cafe, Bakery",4.1,114.0,450.0,1,0,"Cafe, Bakery",Indiranagar
Chapati House,Quick Bites,3.9,33.0,300.0,1,0,North Indian,"Byresandra,Tavarekere,Madiwala"
Chapter One Bar | Maiin,,4.2,997.0,1400.0,0,1,"Continental, Italian, North Indian",New BEL Road
Charcoal Eats,Quick Bites,4.0,54.0,500.0,1,0,"Mughlai, Biryani, Fast Food",HSR
C-harge by Chefkraft,Cafe,3.4,7.0,600.0,0,0,"Cafe, Continental",Indiranagar
Charlee's Chicken,Quick Bites,3.2,34.0,300.0,1,0,"Rolls, Chinese, Fast Food",Bannerghatta Road
Charminar Kabab Paradise,Casual Dining,4.0,104.0,500.0,1,0,"North Indian, Chinese, Mughlai, Kebab",Brigade Road
Chashni Sweets,Sweet Shop,3.4,8.0,200.0,0,0,"Mithai, Street Food",Brookefield
Chaska Box,"Takeaway, Delivery",3.3,4.0,1400.0,0,0,"Bakery, Desserts",Sarjapur Road
Chaska Bun,Quick Bites,4.2,166.0,300.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala"
Chatar Patar,Quick Bites,3.6,65.0,300.0,0,0,"Fast Food, Street Food",Jayanagar
Chatora,Quick Bites,3.5,108.0,300.0,1,0,"North Indian, Fast Food, Street Food",Brookefield
Chatora Singh,Quick Bites,3.9,44.0,200.0,1,0,"North Indian, Fast Food",Old Airport Road
Chatorezz,Quick Bites,3.6,26.0,250.0,1,0,"North Indian, Chinese",Bellandur
Chatori Gali,Casual Dining,2.9,51.0,600.0,0,0,"North Indian, Street Food",Bannerghatta Road
Chatori Tongue,Quick Bites,3.9,65.0,100.0,1,0,Street Food,Sarjapur Road
Chatorr,Quick Bites,2.9,78.0,400.0,0,0,"Fast Food, Street Food",Bellandur
Chatpata,Food Court,3.2,4.0,500.0,0,0,Street Food,Brookefield
Chatpata Chaat Station,Quick Bites,3.5,19.0,500.0,0,0,"North Indian, Street Food, Chinese",Marathahalli
Chatpata India,Food Court,3.9,40.0,400.0,1,0,North Indian,Brookefield
Chatpatlal Sweets & Snacks,"Quick Bites, Sweet Shop",4.1,342.0,200.0,1,0,"Street Food, Mithai, North Indian, Beverages, Desserts",Whitefield
Chats Point,Quick Bites,3.4,8.0,150.0,1,0,"Fast Food, Street Food",Banashankari
Chattar Mattar,Quick Bites,3.5,11.0,150.0,0,0,"North Indian, Chinese",HSR
Chatter Platter,Quick Bites,3.4,29.0,300.0,1,0,"Street Food, North Indian","Byresandra,Tavarekere,Madiwala"
Chattorey - The Family Restaurant,Casual Dining,3.4,37.0,400.0,0,0,"North Indian, Chinese",Brookefield
Chavadi,"Casual Dining, Bar",4.4,2233.0,1200.0,1,1,"Continental, North Indian, Pizza, Italian",Bannerghatta Road
Chawla's 2 Online.com,Delivery,3.5,5.0,800.0,1,0,North Indian,Bannerghatta Road
Checkered Bar - MGM Mark,Lounge,3.6,19.0,1300.0,0,0,"North Indian, Continental, Chinese",Brookefield
Checkpost,Casual Dining,4.0,960.0,600.0,1,0,"South Indian, Seafood, North Indian, Beverages",Jayanagar
Cheers Life,Kiosk,3.4,4.0,300.0,0,0,"Beverages, Juices",Whitefield
Cheesecake Alley,Bakery,3.1,8.0,400.0,0,0,"Bakery, Desserts",HSR
Cheesiano Pizza,Quick Bites,4.0,199.0,700.0,1,1,"Pizza, Italian",Bannerghatta Road
Cheesy Juicy Burgers,Quick Bites,3.8,18.0,500.0,1,0,"Burger, Fast Food",HSR
Chef & Dine,Casual Dining,3.2,57.0,650.0,1,0,"North Indian, Arabian, Fast Food",Bannerghatta Road
Chef Baker's,Bakery,2.9,36.0,600.0,1,0,"Bakery, Fast Food, Pizza, Burger, Cafe",Kalyan Nagar
Chef Delicacies,"Takeaway, Delivery",2.7,6.0,400.0,1,0,"Kebab, Rolls, Charcoal Chicken",Brookefield
Chef Fast Food,Quick Bites,3.1,,300.0,1,0,"Fast Food, North Indian, South Indian",Indiranagar
Chef Genie,Delivery,2.8,40.0,500.0,1,0,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala"
Chef in,Casual Dining,3.6,198.0,500.0,0,0,"Biryani, North Indian, Chinese",Marathahalli
Chef Inn Regency,"Casual Dining, Bar",3.3,4.0,400.0,0,0,"North Indian, Chinese, Andhra, Mangalorean",Old Airport Road
Chef Kitchen,Quick Bites,3.7,19.0,200.0,1,0,"North Indian, Biryani, Charcoal Chicken",New BEL Road
Chef Master,Quick Bites,3.8,75.0,300.0,1,0,"Kerala, North Indian, Chinese",Basavanagudi
Chefactory Gold by Flechazo,Casual Dining,3.7,353.0,700.0,1,0,"North Indian, Biryani",Brookefield
Chefeana,Quick Bites,4.0,212.0,400.0,1,0,North Indian,Bannerghatta Road
Chefie,Quick Bites,3.8,37.0,200.0,1,0,"Continental, Fast Food, Italian, North Indian","Byresandra,Tavarekere,Madiwala"
Chefkraft,"Takeaway, Delivery",3.9,145.0,800.0,0,0,"Continental, Fast Food, Salad",Indiranagar
Chef's Bank,Casual Dining,3.4,19.0,700.0,1,0,"North Indian, Chinese",Malleshwaram
Chef's Cap Chinese Cuisine Restaurant,Quick Bites,3.9,30.0,400.0,1,0,Chinese,Indiranagar
Chef's Gallery,Casual Dining,3.5,95.0,700.0,0,0,"Chinese, Italian, North Indian",Bellandur
Chellappa's,Casual Dining,3.2,115.0,500.0,1,0,"Chettinad, South Indian, North Indian",Marathahalli
Chels Cafe,Cafe,3.5,20.0,500.0,1,0,"Cafe, Burger",Brigade Road
Cheta's Kitchen,Quick Bites,3.9,78.0,350.0,1,0,"Kerala, South Indian, Seafood",New BEL Road
Chettayees,Quick Bites,3.4,147.0,400.0,1,0,"Kerala, North Indian, Chinese","Byresandra,Tavarekere,Madiwala"
Chettinad Food House,Quick Bites,3.1,7.0,300.0,0,0,"South Indian, Chettinad, North Indian","Byresandra,Tavarekere,Madiwala"
Chetty's Coffee,Quick Bites,3.5,87.0,150.0,0,0,South Indian,Kalyan Nagar
Chetty's Corner,Quick Bites,3.4,26.0,150.0,1,0,"Fast Food, Burger",Malleshwaram
Chez Mariannick,Casual Dining,4.1,395.0,1000.0,0,0,"French, Pizza, Bakery",Brookefield
Chez Nous - Novotel,Lounge,3.9,125.0,2500.0,0,1,"European, French, North Indian",Bellandur
Chianti,Casual Dining,4.4,280.0,1500.0,0,1,Italian,Church Street
Chichaba's Taj,Casual Dining,3.8,289.0,600.0,1,0,"Biryani, North Indian, Mughlai",Kalyan Nagar
Chick Blast,Quick Bites,3.3,6.0,400.0,0,0,Fast Food,Electronic City
Chick Inn,Quick Bites,3.8,99.0,300.0,1,0,Fast Food,Malleshwaram
Chick Inn 24x7,Quick Bites,3.6,86.0,450.0,0,0,Fast Food,Rajajinagar
Chicken Corner,Casual Dining,3.2,6.0,450.0,0,0,"North Indian, Chinese, Mughlai",Lavelle Road
Chicken County,Casual Dining,3.8,136.0,650.0,0,0,"North Indian, Chinese",Lavelle Road
Chicken County Grand,Casual Dining,3.9,319.0,650.0,1,0,"North Indian, Chinese",Bannerghatta Road
Chicken County Restaurant,Casual Dining,3.5,10.0,400.0,1,0,"North Indian, Chinese, Fast Food",Bannerghatta Road
Chicken Dera,Quick Bites,3.0,25.0,400.0,0,0,"Mughlai, Kebab, Biryani",Bannerghatta Road
Chicken Hunt,Quick Bites,3.5,88.0,350.0,1,0,"South Indian, North Indian, Chinese, Biryani",Banashankari
Chicken Magic,Quick Bites,3.6,214.0,300.0,1,0,"Chinese, North Indian",Koramangala 5th Block
Chicken Man,Kiosk,3.7,48.0,400.0,1,0,"Roast Chicken, Burger",Bellandur
Chicken Shawarma Hub,"Takeaway, Delivery",3.1,14.0,250.0,0,0,"Fast Food, Arabian, Beverages",Bellandur
Chickmate,Quick Bites,3.4,6.0,400.0,0,0,Fast Food,Kalyan Nagar
Chickpet Donne Biriyani Mane,Quick Bites,2.7,37.0,150.0,1,0,"Biryani, South Indian, Kebab",Kalyan Nagar
Chickpet Donne Biryani House,Casual Dining,3.7,80.0,600.0,1,0,"Biryani, South Indian, Fast Food",Brookefield
Chickz N Cheez,Quick Bites,3.4,22.0,300.0,1,0,"North Indian, Fast Food",Malleshwaram
Chikeys,Quick Bites,3.0,19.0,400.0,0,0,"Burger, Fast Food",Electronic City
Chikkanna Tiffin Room,Quick Bites,4.3,84.0,200.0,1,0,South Indian,Malleshwaram
Chikpet Donne Biriyani Corner,Quick Bites,3.2,7.0,400.0,1,0,"Biryani, Kebab",Malleshwaram
Chikpet Donne Biriyani House,Food Court,3.3,18.0,400.0,1,0,"Biryani, Kebab",Brookefield
Chikpet Donne Biryani House,Quick Bites,3.6,23.0,350.0,1,0,Biryani,Malleshwaram
Chili's American Grill & Bar,Casual Dining,4.6,4955.0,1400.0,1,0,"American, Tex-Mex, Burger, BBQ, Mexican",Whitefield
Chill,Casual Dining,3.8,42.0,800.0,0,0,"North Indian, Chinese, Continental",Brookefield
Chill Out,Beverage Shop,3.4,9.0,150.0,0,0,"Beverages, Juices",Indiranagar
Chill Out Cafe,Quick Bites,3.5,11.0,350.0,0,0,"North Indian, Chinese",Electronic City
Chillax,Quick Bites,3.3,4.0,300.0,0,0,"Fast Food, Beverages",HSR
Chilld Monk,Dessert Parlor,3.5,8.0,250.0,1,0,"Desserts, Ice Cream","Byresandra,Tavarekere,Madiwala"
Chiller's Nation - Iris Inn,Bar,2.9,27.0,1200.0,0,0,"North Indian, Continental, Italian",Marathahalli
Chilli Chicken,Quick Bites,3.0,7.0,500.0,1,0,Fast Food,MG Road
Chilli Flakes,Quick Bites,3.6,46.0,500.0,1,0,"Fast Food, Italian, Beverages",Banashankari
Chilli N Chicken,Quick Bites,3.2,4.0,400.0,0,0,Andhra,Jayanagar
Chillies Restaurant,Casual Dining,3.7,24.0,500.0,0,0,"North Indian, South Indian, Chinese",Rajajinagar
Chillikum,Quick Bites,3.6,38.0,350.0,1,0,North Indian,Indiranagar
Chill-Um Cafe,Quick Bites,4.1,151.0,600.0,1,1,"Cafe, Chinese, Continental","Byresandra,Tavarekere,Madiwala"
Chilly N Chicken,Quick Bites,3.5,14.0,250.0,0,0,"Andhra, Biryani",Jayanagar
Chillz,Quick Bites,3.5,9.0,100.0,0,0,"Fast Food, Juices, Street Food",Bannerghatta Road
Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,Bar,4.3,236.0,2500.0,0,1,Finger Food,Whitefield
Chin Chin by The Biere Club,Casual Dining,4.2,263.0,1500.0,1,1,Asian,Brookefield
Chin Lung Resto Bar,Bar,3.9,378.0,1000.0,0,0,"North Indian, Chinese, Fast Food",Brigade Road
Chin Lung Resto-Bar,"Casual Dining, Bar",4.0,307.0,1000.0,0,0,"North Indian, Chinese, Fast Food",New BEL Road
China Bistro & Lounge,Casual Dining,4.4,79.0,1600.0,1,1,"Asian, Chinese, Thai, Korean",Indiranagar
China Bowl,Casual Dining,3.9,455.0,1000.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala"
China Down Town,Casual Dining,3.5,5.0,800.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala"
China Garden,Quick Bites,3.6,25.0,300.0,1,0,"Chinese, North Indian",Electronic City
China Hut,Kiosk,3.8,56.0,500.0,0,0,Chinese,Church Street
China On My Plate,Casual Dining,2.8,23.0,800.0,1,0,Chinese,Bellandur
China Pearl,Casual Dining,4.1,155.0,1100.0,1,0,"Chinese, Momos",Kalyan Nagar
China South,Casual Dining,3.4,4.0,600.0,0,0,"Chinese, Tibetan",Lavelle Road
China Tang,"Takeaway, Delivery",3.7,41.0,600.0,1,0,Chinese,Bannerghatta Road
Chination,Delivery,3.5,4.0,600.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala"
Chinese Chaska,Casual Dining,3.1,125.0,550.0,1,0,"Chinese, North Indian, Biryani",Brookefield
Chinese Corner and Bengali Mess,Mess,3.5,28.0,300.0,1,0,"Chinese, Bengali",New BEL Road
Chinese Fire Dragon,Casual Dining,3.4,25.0,550.0,0,0,"Chinese, North Indian, Momos",Old Airport Road
Chinese Kitchen,Quick Bites,3.8,58.0,150.0,1,0,Chinese,Banashankari
Chinese Square,Quick Bites,3.9,38.0,200.0,1,0,Chinese,Banashankari
Chinese Street,Casual Dining,3.1,134.0,650.0,1,0,Chinese,Whitefield
Chinita Real Mexican Food,Casual Dining,4.4,2658.0,1200.0,0,0,Mexican,Indiranagar
Chinmayee's,Casual Dining,3.1,83.0,700.0,0,0,"North Indian, Chinese",Electronic City
Chinnu's Mane Biryani,Quick Bites,3.5,10.0,300.0,1,0,Biryani,Kalyan Nagar
Chintu Chit Chat Centre,Quick Bites,3.5,22.0,100.0,0,0,Street Food,Kammanahalli
Chit Chat Cafe,"Beverage Shop, Quick Bites",2.8,40.0,150.0,0,0,"Beverages, Fast Food",Old Airport Road
Chitu's Kitchen,Quick Bites,3.5,10.0,450.0,0,0,"North Indian, Chinese",Indiranagar
Chivi's Meilleurs Boulangers,Quick Bites,3.4,12.0,300.0,1,0,"South Indian, Bakery, Fast Food",Electronic City
Choco Allure,"Takeaway, Delivery",3.4,5.0,300.0,0,0,Desserts,Indiranagar
Choco Nut Cafe,Quick Bites,3.2,19.0,150.0,1,0,Desserts,Electronic City
Chocoberry,Dessert Parlor,3.5,56.0,400.0,1,0,"Ice Cream, Desserts, Beverages",Banashankari
Chocolat Boulangerie Patisserie,Dessert Parlor,4.1,445.0,400.0,0,0,"Bakery, Continental, Sandwich, Beverages, Desserts",Koramangala 4th Block
Chocolate D'Luxe,Dessert Parlor,4.1,183.0,550.0,1,0,Desserts,Brigade Road
Chocolate Junction,Dessert Parlor,3.8,29.0,200.0,0,0,Desserts,Brigade Road
Choconut Cafe,Quick Bites,3.4,6.0,250.0,0,0,"Fast Food, Beverages",Electronic City
Chocs Cafe,Quick Bites,3.6,23.0,400.0,1,0,"Fast Food, Desserts, Beverages",Frazer Town
Choi Choi Momos,Kiosk,3.8,29.0,300.0,0,0,"Chinese, Fast Food, Momos",Brigade Road
Chokha Chowka,Quick Bites,3.8,358.0,400.0,1,0,"North Indian, Chinese",Jayanagar
ChopServe,Quick Bites,3.5,5.0,300.0,0,0,Chinese,HSR
Chopstick Kitchen,Casual Dining,3.4,71.0,600.0,1,0,"Chinese, Momos",Marathahalli
Chopstick World,Casual Dining,4.0,178.0,750.0,0,0,"Chinese, North Indian",Rajajinagar
Chord Road Resto-Bar,"Casual Dining, Lounge",3.2,97.0,1000.0,0,0,"North Indian, South Indian, Chinese",Rajajinagar
Chote Miya,Quick Bites,3.6,16.0,500.0,0,0,"Mughlai, Biryani, Rolls",Frazer Town
Chow San,Casual Dining,3.0,122.0,500.0,1,0,"Chinese, Thai, Momos",Bannerghatta Road
Chowk Tea Stall,Quick Bites,3.4,8.0,100.0,0,0,"Street Food, Tea","Byresandra,Tavarekere,Madiwala"
Chowmein,Casual Dining,3.8,284.0,800.0,1,0,"Chinese, North Indian, Momos, Biryani",Malleshwaram
Chowpatty,Quick Bites,3.6,95.0,300.0,1,0,"North Indian, Fast Food, Street Food","Byresandra,Tavarekere,Madiwala"
Chriz Cafe,"Takeaway, Delivery",3.5,11.0,400.0,1,0,"South Indian, Biryani",Bellandur
Chubalas Curry And Rice,Quick Bites,4.0,209.0,550.0,1,0,"Naga, Goan, Seafood, Chinese",Frazer Town
Chugg,Pub,3.9,746.0,1500.0,0,1,"Finger Food, Continental, Asian, North Indian",Church Street
Chulha Chauki Da Dhaba,Casual Dining,4.1,295.0,1000.0,1,0,North Indian,Brookefield
